acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,acci_severity
451073990,485338,142802,-0.780531,51.178091,7/31/2021,jul,7,15:17:00,15,after,E07000216,6,0,6,30,0,0,0,0,1,1,1,0,0,2,3,2,E01030908,1,2,3
451074062,500191,149706,-0.566184,51.237745,8/5/2021,aug,5,13:00:00,13,after,E07000209,3,246,1,30,2,3,0,8,1,2,2,0,0,1,1,2,E01030455,1,1,2
451074088,528135,146502,-0.167236,51.203365,8/5/2021,aug,5,9:15:00,9,morni,E07000211,3,23,3,40,0,0,0,4,1,1,1,0,0,1,1,2,E01030629,3,3,1
451074108,499353,168200,-0.573037,51.404136,7/31/2021,jul,7,14:30:00,14,after,E07000212,6,0,6,30,0,0,0,0,1,1,2,0,0,1,3,2,E01030689,1,2,3
451074135,499290,169167,-0.573672,51.41284,8/5/2021,aug,5,20:20:00,20,eveni,E07000212,6,0,6,40,8,6,0,0,4,2,2,0,0,2,1,2,E01030692,2,2,3
451074203,503731,171099,-0.509272,51.429411,8/5/2021,aug,5,13:30:00,13,after,E07000213,4,376,6,30,3,6,0,0,1,1,1,0,0,1,3,2,E01030727,1,2,2
451074222,514066,161749,-0.363669,51.343389,8/5/2021,aug,5,12:05:00,12,after,E07000207,3,244,6,40,3,6,0,8,1,1,1,0,0,2,3,2,E01030344,1,2,3
451074288,535018,152313,-0.066585,51.254004,8/5/2021,aug,5,12:30:00,12,after,E07000215,4,2235,6,30,0,0,0,0,1,8,1,0,0,2,3,2,E01030824,1,2,2
451074300,486725,158293,-0.756946,51.317146,8/5/2021,aug,5,16:13:00,16,after,E07000214,3,331,3,50,0,0,0,0,1,2,2,0,0,2,2,2,E01030805,1,2,3
451074322,500412,158578,-0.560531,51.317458,8/6/2021,aug,6,10:15:00,10,morni,E07000217,3,320,3,30,9,6,0,0,1,1,1,4,0,1,1,2,E01030954,1,2,3
451074412,501793,157993,-0.540887,51.311954,8/6/2021,aug,6,12:55:00,12,after,E07000217,6,0,6,20,0,0,0,0,1,1,1,0,0,1,3,2,E01030990,1,2,2
451074426,509438,153917,-0.432488,51.2739,7/4/2021,jul,1,1:23:00,1,night,E07000209,4,2039,6,30,0,0,0,0,6,1,1,0,0,2,2,2,E01030445,1,1,2
451074445,516633,146799,-0.331703,51.208496,8/6/2021,aug,6,10:05:00,10,morni,E07000210,3,24,7,50,3,3,0,0,1,1,2,0,0,2,1,2,E01030544,2,3,2
451074498,513465,168597,-0.370112,51.40506,8/6/2021,aug,6,18:30:00,18,eveni,E07000207,6,0,6,30,0,0,0,0,1,5,2,0,0,1,1,2,E01030332,1,2,3
451074507,521431,153073,-0.260926,51.263887,8/6/2021,aug,6,1:09:00,1,night,E07000211,4,2032,6,40,0,0,0,0,6,8,2,0,0,2,1,2,E01030639,3,2,2
451074512,521077,162318,-0.262862,51.347054,8/6/2021,aug,6,17:25:00,17,after,E07000208,6,0,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030383,1,2,2
451074542,501874,151345,-0.541618,51.25218,7/23/2021,jul,6,13:48:00,13,after,E07000209,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030464,1,3,3
451074616,505147,166676,-0.490221,51.389394,8/7/2021,aug,7,11:45:00,11,morni,E07000212,4,375,6,30,9,6,0,0,1,1,2,0,0,1,1,2,E01030658,1,2,3
451074635,488571,148242,-0.732952,51.226505,8/6/2021,aug,6,10:20:00,10,morni,E07000209,6,0,1,30,6,6,0,5,1,1,1,4,0,2,1,2,E01030423,1,2,3
451074659,503257,165997,-0.517572,51.383637,8/7/2021,aug,7,15:22:00,15,after,E07000212,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030655,1,3,3
451074669,485062,148121,-0.783221,51.225951,8/7/2021,aug,7,15:15:00,15,after,E07000216,3,325,1,50,1,3,0,0,1,1,1,0,0,2,1,2,E01030902,2,2,3
451074684,514371,155304,-0.361357,51.285399,8/7/2021,aug,7,18:02:00,18,eveni,E07000210,6,0,6,30,3,6,0,0,1,2,2,0,0,1,1,2,E01030541,1,2,3
451074712,513218,167648,-0.373964,51.396579,8/6/2021,aug,6,20:30:00,20,eveni,E07000207,6,0,6,30,3,6,0,0,1,1,1,0,0,1,2,2,E01030334,1,2,3
451074715,508446,170304,-0.441718,51.421384,8/7/2021,aug,7,19:51:00,19,eveni,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030725,1,2,3
451074737,509108,161427,-0.434924,51.341467,8/7/2021,aug,7,21:55:00,21,eveni,E07000207,4,365,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030346,1,3,2
451074831,509523,163288,-0.428397,51.358114,8/8/2021,aug,1,15:36:00,15,after,E07000207,6,0,6,40,3,6,0,0,1,1,2,0,0,1,1,2,E01030318,1,1,2
451128943,527255,150813,-0.178298,51.242307,12/29/2021,dec,4,20:30:00,20,eveni,E07000211,6,0,6,30,0,0,0,0,4,2,2,0,0,1,2,2,E01030616,1,1,2
451074848,494646,154334,-0.644368,51.280294,8/6/2021,aug,6,13:07:00,13,after,E07000209,3,324,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030473,1,3,3
451074868,522312,162328,-0.245135,51.34688,8/8/2021,aug,1,22:10:00,22,eveni,E07000208,3,232,6,40,6,3,0,5,4,1,1,0,0,1,1,2,E01030396,2,2,2
451074890,490369,132997,-0.711031,51.089173,8/8/2021,aug,1,12:45:00,12,after,E07000216,6,0,6,30,0,0,0,0,1,2,2,0,0,1,3,2,E01030933,1,1,3
451075188,525906,152546,-0.197005,51.258182,8/9/2021,aug,2,14:15:00,14,after,E07000211,1,25,7,40,5,3,0,0,1,1,2,0,0,2,1,1,E01030590,1,3,3
451075200,504040,164560,-0.506744,51.370578,8/9/2021,aug,2,16:04:00,16,after,E07000212,1,25,3,50,0,0,0,0,1,2,2,0,0,2,1,1,E01030648,1,2,2
451075211,499221,150797,-0.579772,51.247721,7/22/2021,jul,5,16:30:00,16,after,E07000209,3,25,3,30,3,6,0,0,1,9,1,0,0,1,2,2,E01030450,1,2,3
451075247,525425,159236,-0.201547,51.318413,8/9/2021,aug,2,18:55:00,18,eveni,E07000211,4,2217,3,30,0,0,0,0,6,2,2,0,0,1,1,2,E01030559,1,1,3
451075267,509246,163996,-0.432156,51.364531,8/10/2021,aug,3,2:42:00,2,night,E07000207,3,317,6,30,1,4,0,0,4,1,2,0,0,2,1,2,E01030349,4,1,2
451075269,488966,132807,-0.731106,51.087684,8/9/2021,aug,2,11:06:00,11,morni,E07000216,4,2131,6,30,3,6,0,5,1,1,1,0,0,1,1,2,E01030928,2,2,3
451075443,524233,140906,-0.224992,51.15393,8/9/2021,aug,2,19:30:00,19,eveni,E07000210,6,0,6,30,0,0,0,0,6,1,1,5,0,2,2,2,E01030531,1,2,3
451075517,517193,152317,-0.321888,51.257978,8/10/2021,aug,3,13:21:00,13,after,E07000210,6,0,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030556,1,2,3
451075568,505313,166626,-0.487851,51.388914,8/10/2021,aug,3,9:26:00,9,morni,E07000212,4,1,6,30,7,4,0,0,1,1,1,0,0,1,1,2,E01030658,1,1,2
451075588,504354,160954,-0.50329,51.338106,8/10/2021,aug,3,8:30:00,8,morni,E07000217,3,245,6,30,6,6,0,5,1,1,2,0,0,1,1,2,E01031004,1,2,3
451075626,537951,160102,-0.021574,51.3233,8/10/2021,aug,3,11:48:00,11,morni,E07000215,6,0,6,60,0,0,0,0,1,1,1,0,0,2,3,2,E01030852,1,2,2
451075643,536607,145131,-0.046563,51.189083,8/10/2021,aug,3,20:55:00,20,eveni,E07000215,3,22,6,50,3,6,0,0,6,1,1,0,0,2,1,2,E01030827,1,3,3
451075644,501306,150633,-0.549955,51.245881,8/10/2021,aug,3,16:25:00,16,after,E07000209,3,25,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030439,2,2,3
451075747,513936,164726,-0.364582,51.370172,8/10/2021,aug,3,17:45:00,17,after,E07000207,6,0,6,30,0,0,0,5,1,1,1,0,0,1,3,2,E01030308,2,2,3
451075861,510362,140953,-0.423231,51.157193,8/11/2021,aug,4,9:30:00,9,morni,E07000216,4,2127,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030880,1,1,3
451075865,521895,163068,-0.250866,51.35362,8/10/2021,aug,3,20:06:00,20,eveni,E07000208,6,0,6,30,9,6,0,0,1,1,1,0,0,1,3,2,E01030390,1,2,3
451075986,521496,160945,-0.257317,51.334625,8/11/2021,aug,4,13:49:00,13,after,E07000208,3,2022,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030412,1,2,2
451076002,530984,143538,-0.127558,51.176081,7/22/2021,jul,5,21:50:00,21,eveni,E07000215,1,23,3,70,0,0,0,0,6,1,1,0,0,2,1,1,E01030817,1,2,3
451076005,535605,152860,-0.057971,51.258781,8/10/2021,aug,3,14:51:00,14,after,E07000215,1,25,3,70,0,0,0,0,1,1,1,0,0,2,3,1,E01030825,1,2,2
451076010,522905,153109,-0.239797,51.263896,8/10/2021,aug,3,10:57:00,10,morni,E07000211,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030639,2,4,2
451076027,502749,164922,-0.525179,51.374067,8/11/2021,aug,4,19:53:00,19,eveni,E07000212,6,0,1,50,1,3,0,0,1,1,1,0,0,2,1,2,E01030678,1,2,3
451076044,513929,138078,-0.373154,51.130653,8/11/2021,aug,4,17:20:00,17,after,E07000210,3,29,6,60,3,6,0,0,1,1,1,0,0,2,1,2,E01030557,1,2,3
451076048,540766,155830,0.017113,51.284221,8/10/2021,aug,3,17:55:00,17,after,E07000215,6,0,6,60,3,4,0,0,1,1,1,0,0,2,1,2,E01032571,2,4,3
451076056,510409,161069,-0.416363,51.337998,8/11/2021,aug,4,21:48:00,21,eveni,E07000207,3,3,3,70,0,0,0,0,6,1,1,0,7,1,1,1,E01030306,1,1,3
451076091,507353,167397,-0.458311,51.395462,8/4/2021,aug,4,17:41:00,17,after,E07000213,1,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030724,1,1,3
451076131,535691,142409,-0.060689,51.164838,8/12/2021,aug,5,5:45:00,5,night,E07000215,6,0,6,40,0,0,0,0,6,1,1,0,7,2,1,2,E01030816,1,1,3
451076388,522079,162106,-0.248555,51.344935,8/11/2021,aug,4,17:10:00,17,after,E07000208,3,24,1,30,1,6,0,0,1,2,1,0,0,1,3,2,E01030392,1,2,3
451076571,538877,144845,-0.014211,51.185966,8/13/2021,aug,6,7:50:00,7,morni,E07000215,6,0,6,40,9,6,0,0,1,1,1,0,0,2,1,2,E01030834,1,2,3
451076821,491851,162691,-0.68228,51.355877,8/4/2021,aug,4,20:08:00,20,eveni,E07000214,3,322,1,40,1,1,0,0,1,1,1,0,2,2,1,2,E01030757,1,2,2
451076825,519041,161338,-0.29241,51.338676,8/13/2021,aug,6,15:01:00,15,after,E07000208,6,0,6,40,1,6,0,0,1,1,1,0,0,2,1,2,E01030402,1,1,2
451076828,527747,151222,-0.171108,51.245873,8/11/2021,aug,4,11:58:00,11,morni,E07000211,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030617,1,1,3
451076886,527819,150665,-0.170275,51.240851,8/13/2021,aug,6,12:00:00,12,after,E07000211,6,0,6,30,3,3,0,0,1,1,1,0,0,1,3,2,E01030615,1,2,2
451076899,511744,164503,-0.39613,51.368603,8/8/2021,aug,1,8:30:00,8,morni,E07000207,3,244,1,30,1,6,0,4,1,1,1,0,0,1,2,2,E01030311,1,2,2
451076906,513806,164571,-0.366499,51.368805,8/14/2021,aug,7,9:55:00,9,morni,E07000207,3,307,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030308,1,2,3
451076961,526639,151158,-0.186996,51.245545,8/14/2021,aug,7,16:24:00,16,after,E07000211,3,242,6,30,2,6,0,0,1,1,1,0,0,1,3,2,E01030624,1,2,3
451133201,517704,147629,-0.316107,51.215737,12/24/2021,dec,6,21:42:00,21,eveni,E07000210,6,0,6,30,3,6,0,0,4,2,2,0,0,1,2,2,E01030546,1,1,2
451076983,520827,146117,-0.271921,51.201496,8/13/2021,aug,6,20:52:00,20,eveni,E07000210,6,0,6,50,0,0,0,0,1,1,1,0,0,2,1,2,E01030530,1,1,3
451076992,489173,150322,-0.723815,51.24511,8/14/2021,aug,7,21:16:00,21,eveni,E07000209,6,0,6,30,3,6,0,0,4,1,1,0,0,1,1,2,E01030425,1,2,3
451076994,490518,154620,-0.703465,51.283536,8/14/2021,aug,7,14:30:00,14,after,E07000209,6,0,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030466,1,1,1
451077044,536767,160247,-0.038501,51.324888,8/15/2021,aug,1,10:00:00,10,morni,E07000215,6,0,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030852,1,1,2
451077061,497337,143885,-0.608631,51.185912,8/14/2021,aug,7,20:30:00,20,eveni,E07000216,3,3100,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030916,1,2,3
451077068,505174,156732,-0.492766,51.300005,8/15/2021,aug,1,10:50:00,10,morni,E07000209,4,1,3,30,9,4,0,0,1,2,2,0,0,2,1,2,E01030459,1,2,3
451077083,501270,149893,-0.55068,51.239235,8/15/2021,aug,1,14:15:00,14,after,E07000209,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030437,1,2,2
451077088,526819,157010,-0.182344,51.298099,8/15/2021,aug,1,13:50:00,13,after,E07000211,4,1,6,40,0,0,0,0,1,1,2,0,0,2,1,2,E01030567,1,1,2
451077092,506297,170899,-0.472435,51.427138,8/15/2021,aug,1,13:00:00,13,after,E07000213,4,377,1,30,1,3,0,8,1,1,1,0,0,2,3,2,E01030715,1,2,3
451077127,499357,149395,-0.578213,51.235095,8/14/2021,aug,7,18:20:00,18,eveni,E07000209,3,3100,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030449,1,2,3
451077128,511772,169099,-0.394283,51.409908,8/15/2021,aug,1,14:05:00,14,after,E07000213,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030756,1,2,2
451077143,486327,160127,-0.762212,51.333693,8/15/2021,aug,1,22:20:00,22,eveni,E07000214,6,0,6,30,6,6,0,0,5,1,1,0,0,1,1,2,E01030793,2,2,3
451077150,504054,171643,-0.504467,51.434242,8/11/2021,aug,4,12:50:00,12,after,E07000213,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030736,1,2,3
451077168,502919,173922,-0.520128,51.454935,8/15/2021,aug,1,20:46:00,20,eveni,E07000213,1,25,3,70,0,0,0,0,4,8,1,0,0,2,2,1,E01030735,1,2,3
451077216,516458,157884,-0.330603,51.308166,8/6/2021,aug,6,18:00:00,18,eveni,E07000210,6,0,6,30,3,6,0,0,1,1,1,0,0,1,3,2,E01030551,1,2,3
451077359,500253,158805,-0.562748,51.319527,8/16/2021,aug,2,10:46:00,10,morni,E07000217,3,320,3,30,9,3,0,0,1,1,1,0,0,1,1,2,E01030954,1,2,2
451077449,498241,151467,-0.593625,51.253913,8/16/2021,aug,2,12:49:00,12,after,E07000209,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030493,1,2,3
451077473,500769,150593,-0.557658,51.245616,8/16/2021,aug,2,14:54:00,14,after,E07000209,3,3100,6,30,8,6,0,0,1,1,1,0,0,1,1,2,E01030438,2,2,3
451077491,506204,151560,-0.479532,51.253324,8/16/2021,aug,2,14:43:00,14,after,E07000209,6,0,6,50,3,3,0,0,1,1,1,0,0,2,1,2,E01030440,2,2,2
451077560,521283,159993,-0.260697,51.326114,8/16/2021,aug,2,22:23:00,22,eveni,E07000208,6,0,6,30,2,4,0,8,4,1,1,0,0,1,1,2,E01030381,1,1,3
451077569,517015,150863,-0.324913,51.244946,8/17/2021,aug,3,1:00:00,1,night,E07000210,3,24,3,40,1,6,0,0,4,1,1,0,2,2,1,2,E01030556,1,1,3
451077570,507961,170470,-0.44864,51.422968,8/16/2021,aug,2,23:05:00,23,eveni,E07000213,6,0,6,40,6,3,0,5,4,8,1,4,0,1,1,2,E01030725,1,3,3
451077586,500053,147585,-0.568751,51.218703,8/16/2021,aug,2,10:45:00,10,morni,E07000209,3,281,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030480,1,1,3
451077621,517023,157409,-0.322656,51.303781,8/11/2021,aug,4,15:57:00,15,after,E07000210,3,243,3,50,0,0,0,0,1,1,1,0,0,2,3,2,E01030550,1,2,3
451077722,504372,149450,-0.506388,51.234696,8/15/2021,aug,1,11:15:00,11,morni,E07000209,3,25,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030490,1,2,3
451077861,500912,137833,-0.559189,51.13089,8/16/2021,aug,2,11:59:00,11,morni,E07000216,4,2130,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030864,2,2,2
451077870,503146,166085,-0.519141,51.384448,8/15/2021,aug,1,11:38:00,11,morni,E07000212,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030677,3,3,3
451077946,508324,159713,-0.446695,51.32621,8/17/2021,aug,3,19:15:00,19,eveni,E07000209,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,1,1,3
451077953,523181,159878,-0.233509,51.324673,8/17/2021,aug,3,19:37:00,19,eveni,E07000211,4,291,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030605,2,2,3
451077956,509374,157075,-0.432439,51.302298,8/16/2021,aug,2,6:34:00,6,morni,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,1,2,E01030458,1,2,2
451078019,526836,151541,-0.18404,51.248944,8/1/2021,aug,1,19:10:00,19,eveni,E07000211,3,242,6,40,0,0,0,0,1,2,2,0,0,1,1,2,E01030616,1,1,3
451078061,525024,144328,-0.2125,51.184514,8/12/2021,aug,5,19:38:00,19,eveni,E07000211,6,0,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030628,4,1,3
451078244,519041,161510,-0.292353,51.340222,8/18/2021,aug,4,12:23:00,12,after,E07000208,6,0,6,40,0,0,0,8,1,1,1,0,0,1,1,2,E01030402,3,2,3
451078317,501728,168255,-0.538889,51.40421,8/17/2021,aug,3,16:04:00,16,after,E07000212,1,25,7,70,0,0,0,0,1,1,1,0,0,1,1,1,E01030685,2,4,3
451078348,505936,173488,-0.476851,51.450477,8/18/2021,aug,4,16:05:00,16,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030745,1,1,2
451078352,497868,150031,-0.599361,51.241069,8/18/2021,aug,4,15:10:00,15,after,E07000209,3,3,3,50,0,0,0,0,1,1,1,0,0,1,1,1,E01030470,1,2,3
451078358,517221,149857,-0.322291,51.235862,8/18/2021,aug,4,16:20:00,16,after,E07000210,3,24,1,40,1,3,0,5,1,1,1,0,0,1,1,2,E01030533,1,2,3
451078359,525846,148729,-0.199204,51.22389,8/18/2021,aug,4,17:02:00,17,after,E07000211,3,217,6,30,3,6,0,5,1,1,1,0,0,1,1,2,E01030633,1,2,3
451160434,517638,156761,-0.314052,51.29783,8/9/2021,aug,2,12:17:00,12,after,E07000210,1,25,3,70,0,0,0,0,1,9,1,0,0,1,2,1,E01030510,1,3,3
451078388,495749,158237,-0.627513,51.315196,8/18/2021,aug,4,16:59:00,16,after,E07000217,3,322,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030978,1,2,2
451078821,506579,173232,-0.467678,51.448056,8/19/2021,aug,5,16:30:00,16,after,E07000213,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030709,1,2,3
451078876,506809,171647,-0.464847,51.433765,8/19/2021,aug,5,21:55:00,21,eveni,E07000213,4,378,6,30,9,6,0,0,4,2,2,0,0,1,1,2,E01030712,1,2,2
451078901,498666,151468,-0.587537,51.253849,8/19/2021,aug,5,17:47:00,17,after,E07000209,6,0,6,30,6,6,0,0,1,8,1,0,0,1,2,2,E01030487,1,2,3
451079071,528097,150638,-0.166304,51.240546,8/19/2021,aug,5,16:22:00,16,after,E07000211,3,23,3,30,0,0,0,4,1,1,1,0,0,1,2,2,E01030612,1,1,3
451079076,513068,161596,-0.37804,51.342213,8/20/2021,aug,6,10:31:00,10,morni,E07000207,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030305,1,1,3
451079210,500946,149825,-0.555339,51.238681,8/20/2021,aug,6,12:21:00,12,after,E07000209,6,0,6,30,3,3,0,1,1,1,1,0,0,1,1,2,E01030438,1,2,3
451079222,499857,165439,-0.566569,51.37923,8/20/2021,aug,6,16:25:00,16,after,E07000212,4,386,6,40,3,6,0,0,1,1,1,0,0,2,3,2,E01030677,1,2,3
451079232,494929,159513,-0.638936,51.326804,8/19/2021,aug,5,22:40:00,22,eveni,E07000214,3,322,6,20,0,0,0,0,4,1,1,0,0,1,3,2,E01030762,1,2,3
451079233,507195,159513,-0.462953,51.324626,8/20/2021,aug,6,16:50:00,16,after,E07000209,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,2,2,3
451079273,500089,156118,-0.565853,51.295402,8/20/2021,aug,6,19:55:00,19,eveni,E07000217,4,380,6,40,9,6,0,0,1,1,1,0,0,1,1,2,E01030986,2,1,3
451079291,491416,163345,-0.688357,51.361827,8/21/2021,aug,7,1:53:00,1,night,E07000214,6,0,6,30,7,6,0,0,5,1,1,0,0,2,1,2,E01030758,1,2,3
451079398,528802,155297,-0.154535,51.282259,8/21/2021,aug,7,14:00:00,14,after,E07000211,3,23,6,50,0,0,0,0,1,2,2,5,0,2,1,2,E01030598,1,1,3
451079415,500092,157605,-0.565393,51.308768,8/21/2021,aug,7,7:52:00,7,morni,E07000217,6,0,1,30,1,3,0,8,1,1,1,0,0,1,1,2,E01030991,1,2,2
451079427,494878,138450,-0.645236,51.137466,8/21/2021,aug,7,11:56:00,11,morni,E07000216,3,283,6,40,9,3,0,0,1,8,2,0,0,2,1,2,E01030941,1,2,3
451079442,502241,172468,-0.530302,51.441987,8/20/2021,aug,6,16:10:00,16,after,E07000213,3,30,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030735,2,2,3
451079457,521696,163866,-0.25345,51.360835,8/21/2021,aug,7,17:55:00,17,after,E07000208,3,240,3,30,3,6,0,5,1,1,1,0,0,1,2,2,E01030395,1,2,2
451079480,528784,143273,-0.159108,51.174199,8/21/2021,aug,7,18:37:00,18,eveni,E07000211,4,2036,6,30,6,6,0,5,1,1,1,0,0,1,1,2,E01030575,1,2,3
451079528,510144,166312,-0.418546,51.385175,8/21/2021,aug,7,10:30:00,10,morni,E07000207,6,0,6,30,0,0,0,1,1,1,1,0,0,1,3,2,E01030359,1,1,3
451079600,499330,154998,-0.577046,51.285466,8/22/2021,aug,1,11:25:00,11,morni,E07000217,3,320,6,50,7,6,0,0,1,1,1,0,0,2,2,2,E01030987,2,2,3
451079603,508792,167151,-0.43771,51.392977,8/22/2021,aug,1,9:40:00,9,morni,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030731,1,2,3
451079614,500558,169966,-0.555219,51.419798,8/22/2021,aug,1,16:48:00,16,after,E07000212,6,0,6,40,8,6,0,0,1,1,1,0,0,1,1,2,E01030670,1,2,3
451079615,516558,147191,-0.332649,51.212035,8/22/2021,aug,1,13:41:00,13,after,E07000210,3,24,3,50,0,0,0,0,1,1,1,0,0,2,1,2,E01030544,1,4,2
451079618,517750,150053,-0.314653,51.237515,8/22/2021,aug,1,10:10:00,10,morni,E07000210,3,25,6,50,3,4,0,0,1,1,1,0,0,1,3,2,E01030556,2,2,3
451079619,487761,133105,-0.748234,51.090548,8/22/2021,aug,1,14:50:00,14,after,E07000216,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030926,1,3,3
451079677,501529,143944,-0.548653,51.185714,8/23/2021,aug,2,4:42:00,4,night,E07000216,3,2,6,30,0,0,0,4,5,1,1,0,0,1,1,2,E01030866,1,3,3
451079836,518276,159190,-0.3041,51.31953,8/11/2021,aug,4,14:20:00,14,after,E07000210,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030506,1,2,3
451079887,520328,163860,-0.273091,51.361072,8/23/2021,aug,2,11:45:00,11,morni,E07000208,6,0,9,20,0,0,0,0,1,1,1,0,0,1,1,2,E01030414,1,1,3
451079998,534774,157839,-0.067995,51.303723,8/23/2021,aug,2,13:06:00,13,after,E07000215,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030855,1,3,2
451080064,497231,143985,-0.61012,51.186828,8/23/2021,aug,2,19:50:00,19,eveni,E07000216,4,2130,6,40,3,6,0,0,1,1,1,0,0,1,1,2,E01030916,1,1,2
451080087,499754,151389,-0.571973,51.25295,8/24/2021,aug,3,0:05:00,0,night,E07000209,3,320,1,30,0,0,0,4,4,1,1,0,0,1,1,2,E01030484,2,1,3
451080106,506225,171712,-0.473226,51.434459,8/23/2021,aug,2,15:00:00,15,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030713,1,3,3
451080122,513980,167747,-0.362983,51.397317,8/22/2021,aug,1,16:10:00,16,after,E07000207,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030335,1,2,3
451080124,503394,171557,-0.513984,51.43359,8/23/2021,aug,2,8:45:00,8,morni,E07000213,3,308,3,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030736,1,2,3
451080151,521284,161156,-0.260287,51.336567,8/24/2021,aug,3,7:42:00,7,morni,E07000208,3,1,6,30,0,0,0,4,1,1,1,5,2,1,1,2,E01030410,1,1,2
451080177,499755,157682,-0.570205,51.309519,8/24/2021,aug,3,8:05:00,8,morni,E07000217,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030992,1,2,2
451080464,499516,150861,-0.575529,51.248245,8/24/2021,aug,3,15:30:00,15,after,E07000209,3,25,3,40,0,0,0,0,1,1,1,0,0,1,3,2,E01030450,1,2,3
451080474,499442,149453,-0.57698,51.235601,8/24/2021,aug,3,17:50:00,17,after,E07000209,3,281,6,30,6,3,0,0,1,1,1,0,0,1,1,2,E01030455,1,2,3
451080488,523052,158042,-0.235993,51.308199,8/24/2021,aug,3,14:55:00,14,after,E07000211,4,2221,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030642,2,2,3
451080638,521524,154305,-0.259175,51.27494,8/25/2021,aug,4,6:25:00,6,morni,E07000211,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030639,1,3,3
451080760,501778,152801,-0.542579,51.265285,8/25/2021,aug,4,10:03:00,10,morni,E07000209,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030434,1,3,3
451080834,493880,161637,-0.653427,51.346071,8/24/2021,aug,3,12:22:00,12,after,E07000214,6,0,6,60,5,3,0,0,1,1,1,0,0,2,1,2,E01030806,1,2,2
451080859,497786,144580,-0.60202,51.192083,8/25/2021,aug,4,16:15:00,16,after,E07000216,6,0,6,30,3,3,0,0,1,1,1,0,0,1,1,2,E01030922,1,1,2
451080884,517068,149834,-0.32449,51.235687,8/25/2021,aug,4,16:20:00,16,after,E07000210,6,0,9,20,0,0,0,0,1,1,1,0,0,1,1,2,E01030533,1,1,2
451080911,530752,150538,-0.128328,51.239045,8/25/2021,aug,4,16:30:00,16,after,E07000215,3,25,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030813,1,4,2
